"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GPS_US_PATH2198_R1","GPS_US_PATH2202_R1","GPS_US_PATH2210_R1","GPS_US_PATH2228_R1","GPS_US_PATH2234_R1","GPS_US_PATH2242_R1","GPS_US_PATH2248_R1","GPS_US_PATH2249_R1","GPS_US_PATH2250_R1","GPS_US_PATH2255_R1","GPS_US_PATH2268_R1","GPS_US_PATH2274_R1","GPS_US_PATH2296_R1","GPS_US_PATH2298_R1","GPS_US_PATH2307_R1","GPS_US_PATH3382_R1","GPS_US_PATH5902_R1","GPS_US_PATH5908_R1","GPS_US_PATH5912_R1","GPS_US_PATH5916_R1","GPS_US_PATH5924_R1","GPS_US_PATH5938_R1","PATH2203","PATH2207","PATH2211","PATH2215","PATH2218","PATH2220","PATH2225","PATH2226","PATH2229","PATH2230","PATH2231","PATH2233","PATH2239","PATH2240","PATH2251","PATH2253","PATH2256","PATH2261","PATH2262","PATH2263","PATH2264","PATH2265","PATH2267","PATH2272","PATH2279","PATH2280","PATH2281","PATH2285","PATH2290","PATH2294","PATH2295","PATH2297","PATH2300","PATH2311","PATH2313","PATH3356","PATH3359","PATH3360","PATH3366","PATH3370","PATH3375","PATH3379","PATH3383","PATH5904","PATH5906","PATH5907","PATH5909","PATH5915","PATH5922","PATH5923","PATH5926","PATH5930","PATH5931","PATH5934","PATH5935","PATH5941","PATH5942","PATH5944","PATH5946","PATH5947","PATH5950","PATH5952","PATH5953","PATH5960"
"arcA","","arginine deiminase","86","86","1","1","1563","","","","1229","1229","1229","19084_7#73_00818","19084_7#74_01399","19084_7#75_01003","19084_7#77_01125","19084_7#78_00649","19084_7#80_01575","19084_7#85_01508","19084_7#86_01169","19084_7#87_01373","19084_7#88_01535","19084_7#89_00851","19084_7#93_01124","19084_7#95_01850","19084_7#96_01253","19084_7#98_00724","19084_8#46_01507","19084_8#106_01736","19084_8#107_01877","19084_8#109_01299","19084_8#110_01717","19084_8#111_00961","19084_8#113_01385","11657_8#36_00880","11657_8#39_00494","11679_1#60_01158","11658_2#46_00213","11679_1#63_01044","11658_2#44_01018","11658_2#39_00477","11511_8#64_00936","11511_8#66_00740","11658_2#38_00202","11658_2#37_02088","11511_8#67_01294","11657_8#42_01140","11658_2#33_00433","11511_8#69_00482","11679_1#70_00665","11658_2#28_01423","11657_4#76_01086","11658_2#27_01177","11511_8#71_01169","11657_4#77_01052","11511_8#72_01612","11657_4#78_01152","11658_2#24_01131","11822_8#80_01092","11679_1#73_00496","11658_2#23_00468","11679_1#75_01081","11657_4#83_00384","11658_2#19_00811","11657_4#85_01174","11679_1#79_01220","11657_4#86_00621","11658_2#12_01245","11658_2#11_00644","11679_1#82_01079","11657_8#46_00815","11511_8#81_01353","11893_8#29_00540","11679_1#89_00381","11658_8#9_01497","11657_4#90_00602","11658_2#5_01392","11679_1#93_01503","11657_8#52_00829","11658_8#11_01318","11658_2#4_01661","11511_8#89_00989","11679_1#94_00853","11679_1#95_00510","11657_8#56_00372","11511_8#92_00959","11511_8#93_00887","11657_4#95_01445","13154_2#34_00865","12291_1#1_00669","12291_1#2_01365","12291_1#4_00816","12291_1#6_00838","12291_1#7_00849","12838_1#61_01240","12291_1#12_00722","12291_1#13_00278","12291_1#20_00246"
"hsdR_2","","type I restriction-modification system, R subunit","86","86","1","1","4657","","","","2333","2333","2333","19084_7#73_00931","19084_7#74_01591","19084_7#75_02064","19084_7#77_00007","19084_7#78_00959","19084_7#80_01746","19084_7#85_00263","19084_7#86_00918","19084_7#87_01006","19084_7#88_02129","19084_7#89_01787","19084_7#93_01745","19084_7#95_00551","19084_7#96_00915","19084_7#98_01705","19084_8#46_01246","19084_8#106_00393","19084_8#107_01014","19084_8#109_00523","19084_8#110_00641","19084_8#111_00045","19084_8#113_00051","11657_8#36_01992","11657_8#39_01643","11679_1#60_01956","11658_2#46_01854","11679_1#63_01654","11658_2#44_01994","11658_2#39_00375","11511_8#64_01756","11511_8#66_00002","11658_2#38_00077","11658_2#37_00444","11511_8#67_02021","11657_8#42_01901","11658_2#33_02020","11511_8#69_00966","11679_1#70_02000","11658_2#28_00546","11657_4#76_01913","11658_2#27_00434","11511_8#71_00365","11657_4#77_01713","11511_8#72_00369","11657_4#78_01937","11658_2#24_01178","11822_8#80_02006","11679_1#73_01969","11658_2#23_00006","11679_1#75_02014","11657_4#83_01915","11658_2#19_02056","11657_4#85_01969","11679_1#79_01989","11657_4#86_01955","11658_2#12_00995","11658_2#11_01830","11679_1#82_01758","11657_8#46_01561","11511_8#81_01113","11893_8#29_00814","11679_1#89_02011","11658_8#9_01542","11657_4#90_01749","11658_2#5_00714","11679_1#93_00846","11657_8#52_02006","11658_8#11_01038","11658_2#4_00233","11511_8#89_00917","11679_1#94_01578","11679_1#95_01332","11657_8#56_01042","11511_8#92_01974","11511_8#93_00140","11657_4#95_01634","13154_2#34_00945","12291_1#1_00216","12291_1#2_01960","12291_1#4_02100","12291_1#6_01331","12291_1#7_00761","12838_1#61_01691","12291_1#12_00769","12291_1#13_01715","12291_1#20_01869"
"hom","","homoserine dehydrogenase","86","86","1","1","2624","","","","1286","1286","1286","19084_7#73_00609","19084_7#74_00300","19084_7#75_00554","19084_7#77_00923","19084_7#78_00879","19084_7#80_00652","19084_7#85_00914","19084_7#86_01304","19084_7#87_00828","19084_7#88_00748","19084_7#89_00194","19084_7#93_00551","19084_7#95_01163","19084_7#96_01466","19084_7#98_00278","19084_8#46_00937","19084_8#106_00794","19084_8#107_00390","19084_8#109_00774","19084_8#110_00886","19084_8#111_01744","19084_8#113_00934","11657_8#36_00379","11657_8#39_00192","11679_1#60_00627","11658_2#46_01444","11679_1#63_02136","11658_2#44_00876","11658_2#39_00141","11511_8#64_00103","11511_8#66_00847","11658_2#38_00436","11658_2#37_00066","11511_8#67_00494","11657_8#42_00790","11658_2#33_00530","11511_8#69_01194","11679_1#70_01701","11658_2#28_00476","11657_4#76_00104","11658_2#27_01818","11511_8#71_00138","11657_4#77_00752","11511_8#72_00553","11657_4#78_00354","11658_2#24_00881","11822_8#80_00410","11679_1#73_00102","11658_2#23_00664","11679_1#75_00500","11657_4#83_00560","11658_2#19_01409","11657_4#85_00714","11679_1#79_00103","11657_4#86_00280","11658_2#12_00318","11658_2#11_00141","11679_1#82_00575","11657_8#46_02110","11511_8#81_00563","11893_8#29_01340","11679_1#89_00286","11658_8#9_00113","11657_4#90_00305","11658_2#5_01137","11679_1#93_00140","11657_8#52_00273","11658_8#11_01267","11658_2#4_01273","11511_8#89_01657","11679_1#94_01504","11679_1#95_00381","11657_8#56_01173","11511_8#92_00213","11511_8#93_00479","11657_4#95_01310","13154_2#34_01584","12291_1#1_00734","12291_1#2_00439","12291_1#4_00720","12291_1#6_00851","12291_1#7_01154","12838_1#61_01072","12291_1#12_01191","12291_1#13_00128","12291_1#20_00879"
"group_4739","","HAD superfamily hydrolase protein","86","86","1","1","2281","","","","527","527","527","19084_7#73_01237","19084_7#74_01126","19084_7#75_00143","19084_7#77_00517","19084_7#78_01186","19084_7#80_01442","19084_7#85_01275","19084_7#86_00714","19084_7#87_01129","19084_7#88_01032","19084_7#89_00572","19084_7#93_00143","19084_7#95_01680","19084_7#96_01092","19084_7#98_00106","19084_8#46_01639","19084_8#106_01286","19084_8#107_01642","19084_8#109_00157","19084_8#110_00366","19084_8#111_00475","19084_8#113_02020","11657_8#36_00135","11657_8#39_00709","11679_1#60_00991","11658_2#46_01149","11679_1#63_01729","11658_2#44_00538","11658_2#39_00947","11511_8#64_00429","11511_8#66_00257","11658_2#38_00546","11658_2#37_00727","11511_8#67_00140","11657_8#42_00624","11658_2#33_01043","11511_8#69_01045","11679_1#70_00350","11658_2#28_00305","11657_4#76_00433","11658_2#27_00830","11511_8#71_00675","11657_4#77_00510","11511_8#72_01078","11657_4#78_00930","11658_2#24_00800","11822_8#80_00621","11679_1#73_00718","11658_2#23_00247","11679_1#75_00744","11657_4#83_00058","11658_2#19_00497","11657_4#85_00148","11679_1#79_00446","11657_4#86_00143","11658_2#12_00275","11658_2#11_02003","11679_1#82_00819","11657_8#46_01648","11511_8#81_01172","11893_8#29_00098","11679_1#89_00810","11658_8#9_01329","11657_4#90_00124","11658_2#5_00146","11679_1#93_00774","11657_8#52_00510","11658_8#11_01905","11658_2#4_00931","11511_8#89_01200","11679_1#94_00297","11679_1#95_01449","11657_8#56_01697","11511_8#92_00698","11511_8#93_01997","11657_4#95_00114","13154_2#34_00802","12291_1#1_01629","12291_1#2_00142","12291_1#4_00354","12291_1#6_00217","12291_1#7_00514","12838_1#61_00439","12291_1#12_01915","12291_1#13_01172","12291_1#20_01996"
"pnuC","","transporter","86","86","1","1","4757","","","","806","806","806","19084_7#73_01391","19084_7#74_01244","19084_7#75_00052","19084_7#77_00605","19084_7#78_01424","19084_7#80_00940","19084_7#85_01375","19084_7#86_00599","19084_7#87_01495","19084_7#88_01393","19084_7#89_00480","19084_7#93_00052","19084_7#95_01584","19084_7#96_00980","19084_7#98_00222","19084_8#46_01388","19084_8#106_01198","19084_8#107_01540","19084_8#109_00069","19084_8#110_00278","19084_8#111_00356","19084_8#113_01934","11657_8#36_00226","11657_8#39_00800","11679_1#60_00895","11658_2#46_00865","11679_1#63_00436","11658_2#44_00785","11658_2#39_01102","11511_8#64_00520","11511_8#66_00656","11658_2#38_00637","11658_2#37_01791","11511_8#67_00027","11657_8#42_00721","11658_2#33_01967","11511_8#69_01962","11679_1#70_01935","11658_2#28_01550","11657_4#76_00522","11658_2#27_00919","11511_8#71_00987","11657_4#77_00599","11511_8#72_01908","11657_4#78_01020","11658_2#24_00026","11822_8#80_00710","11679_1#73_00628","11658_2#23_00331","11679_1#75_00653","11657_4#83_00148","11658_2#19_00585","11657_4#85_00053","11679_1#79_00355","11657_4#86_00052","11658_2#12_00184","11658_2#11_00966","11679_1#82_00728","11657_8#46_00464","11511_8#81_01284","11893_8#29_01598","11679_1#89_00924","11658_8#9_01232","11657_4#90_00217","11658_2#5_00050","11679_1#93_00683","11657_8#52_00601","11658_8#11_00694","11658_2#4_00837","11511_8#89_01274","11679_1#94_01026","11679_1#95_00174","11657_8#56_00241","11511_8#92_00608","11511_8#93_00718","11657_4#95_00026","13154_2#34_00503","12291_1#1_01041","12291_1#2_00052","12291_1#4_00442","12291_1#6_00527","12291_1#7_00426","12838_1#61_00349","12291_1#12_00976","12291_1#13_01112","12291_1#20_00685"
"potA_1","","spermidine/putrescine transport ATP-binding protein","86","86","1","1","2598","","","","1157","1157","1157","19084_7#73_00582","19084_7#74_00327","19084_7#75_00527","19084_7#77_00950","19084_7#78_00906","19084_7#80_01636","19084_7#85_00941","19084_7#86_01277","19084_7#87_00801","19084_7#88_00721","19084_7#89_00167","19084_7#93_00524","19084_7#95_01136","19084_7#96_01439","19084_7#98_00305","19084_8#46_00910","19084_8#106_00821","19084_8#107_00417","19084_8#109_00801","19084_8#110_00859","19084_8#111_01771","19084_8#113_00961","11657_8#36_00406","11657_8#39_00165","11679_1#60_00654","11658_2#46_01471","11679_1#63_01324","11658_2#44_00849","11658_2#39_00114","11511_8#64_00130","11511_8#66_00874","11658_2#38_00409","11658_2#37_00039","11511_8#67_00467","11657_8#42_00817","11658_2#33_01685","11511_8#69_01221","11679_1#70_01728","11658_2#28_00503","11657_4#76_00131","11658_2#27_01791","11511_8#71_00111","11657_4#77_00779","11511_8#72_00526","11657_4#78_00327","11658_2#24_00854","11822_8#80_00383","11679_1#73_00129","11658_2#23_00691","11679_1#75_00473","11657_4#83_00587","11658_2#19_01436","11657_4#85_00741","11679_1#79_00130","11657_4#86_00307","11658_2#12_00345","11658_2#11_00114","11679_1#82_00548","11657_8#46_01217","11511_8#81_00590","11893_8#29_01367","11679_1#89_00259","11658_8#9_00086","11657_4#90_00278","11658_2#5_01110","11679_1#93_00167","11657_8#52_00246","11658_8#11_01522","11658_2#4_01300","11511_8#89_01684","11679_1#94_01531","11679_1#95_00408","11657_8#56_01201","11511_8#92_00186","11511_8#93_00452","11657_4#95_01337","13154_2#34_01611","12291_1#1_00761","12291_1#2_00466","12291_1#4_00747","12291_1#6_00878","12291_1#7_01127","12838_1#61_01099","12291_1#12_01218","12291_1#13_00155","12291_1#20_00852"
"adcC","","ATP-binding protein, Mn","86","86","1","1","1537","","","","704","704","704","19084_7#73_00840","19084_7#74_01377","19084_7#75_00982","19084_7#77_01103","19084_7#78_00627","19084_7#80_01553","19084_7#85_01530","19084_7#86_01192","19084_7#87_01351","19084_7#88_01513","19084_7#89_00872","19084_7#93_01103","19084_7#95_01872","19084_7#96_01230","19084_7#98_00701","19084_8#46_01529","19084_8#106_01715","19084_8#107_01854","19084_8#109_01321","19084_8#110_01739","19084_8#111_00983","19084_8#113_01362","11657_8#36_00901","11657_8#39_00473","11679_1#60_01181","11658_2#46_00191","11679_1#63_01022","11658_2#44_01041","11658_2#39_00498","11511_8#64_00915","11511_8#66_00718","11658_2#38_00223","11658_2#37_00846","11511_8#67_01273","11657_8#42_01162","11658_2#33_00403","11511_8#69_00505","11679_1#70_00687","11658_2#28_01401","11657_4#76_01107","11658_2#27_01154","11511_8#71_01190","11657_4#77_01031","11511_8#72_01633","11657_4#78_01173","11658_2#24_01109","11822_8#80_01113","11679_1#73_00475","11658_2#23_00490","11679_1#75_01060","11657_4#83_00363","11658_2#19_00789","11657_4#85_01153","11679_1#79_01199","11657_4#86_00600","11658_2#12_01224","11658_2#11_00666","11679_1#82_01058","11657_8#46_00837","11511_8#81_01376","11893_8#29_00517","11679_1#89_00358","11658_8#9_01475","11657_4#90_01097","11658_2#5_01414","11679_1#93_01482","11657_8#52_00850","11658_8#11_01296","11658_2#4_01683","11511_8#89_01011","11679_1#94_00874","11679_1#95_00487","11657_8#56_00350","11511_8#92_00938","11511_8#93_00865","11657_4#95_01467","13154_2#34_00843","12291_1#1_00647","12291_1#2_01344","12291_1#4_00794","12291_1#6_00815","12291_1#7_00871","12838_1#61_01262","12291_1#12_00744","12291_1#13_00300","12291_1#20_00268"
"engA","","GTP-binding protein EngA","86","86","1","1","2238","","","","1310","1310","1310","19084_7#73_01275","19084_7#74_00614","19084_7#75_00185","19084_7#77_00479","19084_7#78_01148","19084_7#80_01402","19084_7#85_01236","19084_7#86_00755","19084_7#87_01091","19084_7#88_00994","19084_7#89_00614","19084_7#93_00185","19084_7#95_01719","19084_7#96_01131","19084_7#98_00066","19084_8#46_01677","19084_8#106_01325","19084_8#107_01683","19084_8#109_00195","19084_8#110_00404","19084_8#111_00516","19084_8#113_01260","11657_8#36_00094","11657_8#39_00667","11679_1#60_01031","11658_2#46_01189","11679_1#63_00326","11658_2#44_00498","11658_2#39_00906","11511_8#64_00387","11511_8#66_00299","11658_2#38_01939","11658_2#37_00767","11511_8#67_00180","11657_8#42_00584","11658_2#33_01003","11511_8#69_01085","11679_1#70_00310","11658_2#28_00265","11657_4#76_00391","11658_2#27_00790","11511_8#71_00716","11657_4#77_00468","11511_8#72_01038","11657_4#78_00888","11658_2#24_00763","11822_8#80_00580","11679_1#73_00760","11658_2#23_00209","11679_1#75_00786","11657_4#83_00019","11658_2#19_00460","11657_4#85_00187","11679_1#79_00488","11657_4#86_00183","11658_2#12_01486","11658_2#11_01126","11679_1#82_00859","11657_8#46_00647","11511_8#81_01134","11893_8#29_00138","11679_1#89_00771","11658_8#9_01369","11657_4#90_00087","11658_2#5_00182","11679_1#93_01823","11657_8#52_00468","11658_8#11_00470","11658_2#4_00893","11511_8#89_01160","11679_1#94_00257","11679_1#95_00286","11657_8#56_02001","11511_8#92_00740","11511_8#93_00941","11657_4#95_00151","13154_2#34_00762","12291_1#1_00461","12291_1#2_00184","12291_1#4_00317","12291_1#6_00258","12291_1#7_00551","12838_1#61_00478","12291_1#12_00288","12291_1#13_01132","12291_1#20_01746"
"gmuR","","GntR family transcriptional regulator","86","86","1","1","1322","","","","728","728","728","19084_7#73_01779","19084_7#74_01796","19084_7#75_01742","19084_7#77_01745","19084_7#78_01868","19084_7#80_00576","19084_7#85_02041","19084_7#86_01934","19084_7#87_01756","19084_7#88_01753","19084_7#89_01854","19084_7#93_01831","19084_7#95_02125","19084_7#96_02123","19084_7#98_01842","19084_8#46_01325","19084_8#106_02075","19084_8#107_02088","19084_8#109_01751","19084_8#110_01876","19084_8#111_02007","19084_8#113_02051","11657_8#36_01648","11657_8#39_00305","11679_1#60_01724","11658_2#46_02155","11679_1#63_01270","11658_2#44_01505","11658_2#39_01320","11511_8#64_01649","11511_8#66_01757","11658_2#38_01811","11658_2#37_01738","11511_8#67_01739","11657_8#42_01623","11658_2#33_01419","11511_8#69_01981","11679_1#70_01987","11658_2#28_01928","11657_4#76_02006","11658_2#27_01578","11511_8#71_01424","11657_4#77_01601","11511_8#72_01452","11657_4#78_01880","11658_2#24_00496","11822_8#80_01164","11679_1#73_00307","11658_2#23_01755","11679_1#75_00892","11657_4#83_01716","11658_2#19_00769","11657_4#85_00997","11679_1#79_01234","11657_4#86_01665","11658_2#12_01748","11658_2#11_01715","11679_1#82_01694","11657_8#46_00803","11511_8#81_02048","11893_8#29_00915","11679_1#89_01578","11658_8#9_01654","11657_4#90_00723","11658_2#5_01813","11679_1#93_01569","11657_8#52_01631","11658_8#11_00441","11658_2#4_01415","11511_8#89_01978","11679_1#94_01774","11679_1#95_01249","11657_8#56_01673","11511_8#92_01447","11511_8#93_01844","11657_4#95_00760","13154_2#34_01650","12291_1#1_00503","12291_1#2_00879","12291_1#4_01540","12291_1#6_01084","12291_1#7_01459","12838_1#61_01534","12291_1#12_01703","12291_1#13_01948","12291_1#20_00413"
"group_4745","","ABC transporter, transmembrane protein Vexp3","86","86","1","1","4222","","","","1379","1379","1379","19084_7#73_00525","19084_7#74_00860","19084_7#75_01149","19084_7#77_01069","19084_7#78_00510","19084_7#80_00238","19084_7#85_00189","19084_7#86_00838","19084_7#87_01579","19084_7#88_01576","19084_7#89_01582","19084_7#93_01401","19084_7#95_00481","19084_7#96_00842","19084_7#98_01628","19084_8#46_00327","19084_8#106_00468","19084_8#107_00930","19084_8#109_00920","19084_8#110_01069","19084_8#111_00122","19084_8#113_00862","11657_8#36_01074","11657_8#39_01110","11679_1#60_01700","11658_2#46_00720","11679_1#63_01182","11658_2#44_00196","11658_2#39_00652","11511_8#64_01082","11511_8#66_00076","11658_2#38_00155","11658_2#37_01008","11511_8#67_01539","11657_8#42_01579","11658_2#33_00369","11511_8#69_01804","11679_1#70_01080","11658_2#28_00996","11657_4#76_00865","11658_2#27_01461","11511_8#71_01123","11657_4#77_01415","11511_8#72_00850","11657_4#78_00064","11658_2#24_00932","11822_8#80_00118","11679_1#73_00919","11658_2#23_00085","11679_1#75_01439","11657_4#83_00221","11658_2#19_00986","11657_4#85_00533","11679_1#79_00881","11657_4#86_01281","11658_2#12_00643","11658_2#11_00773","11679_1#82_01224","11657_8#46_00871","11511_8#81_01042","11893_8#29_01441","11679_1#89_00628","11658_8#9_00770","11657_4#90_01638","11658_2#5_00644","11679_1#93_00393","11657_8#52_01142","11658_8#11_00291","11658_2#4_00023","11511_8#89_00836","11679_1#94_01240","11679_1#95_00937","11657_8#56_01267","11511_8#92_01651","11511_8#93_00218","11657_4#95_01263","13154_2#34_01014","12291_1#1_02127","12291_1#2_01441","12291_1#4_00985","12291_1#6_01973","12291_1#7_01079","12838_1#61_01873","12291_1#12_00847","12291_1#13_01336","12291_1#20_00025"
"thrB","","N-ethylammeline chlorohydrolase","86","86","1","1","2626","","","","869","869","869","19084_7#73_00610","19084_7#74_00299","19084_7#75_00555","19084_7#77_00922","19084_7#78_00878","19084_7#80_00651","19084_7#85_00913","19084_7#86_01305","19084_7#87_00829","19084_7#88_00749","19084_7#89_00195","19084_7#93_00552","19084_7#95_01164","19084_7#96_01467","19084_7#98_00277","19084_8#46_00938","19084_8#106_00793","19084_8#107_00389","19084_8#109_00773","19084_8#110_00887","19084_8#111_01743","19084_8#113_00933","11657_8#36_00378","11657_8#39_00193","11679_1#60_00626","11658_2#46_01443","11679_1#63_02135","11658_2#44_00877","11658_2#39_00142","11511_8#64_00102","11511_8#66_00846","11658_2#38_00437","11658_2#37_00067","11511_8#67_00495","11657_8#42_00789","11658_2#33_00531","11511_8#69_01193","11679_1#70_01700","11658_2#28_00475","11657_4#76_00103","11658_2#27_01819","11511_8#71_00139","11657_4#77_00751","11511_8#72_00554","11657_4#78_00355","11658_2#24_00882","11822_8#80_00411","11679_1#73_00101","11658_2#23_00663","11679_1#75_00501","11657_4#83_00559","11658_2#19_01408","11657_4#85_00713","11679_1#79_00102","11657_4#86_00279","11658_2#12_00317","11658_2#11_00142","11679_1#82_00576","11657_8#46_02111","11511_8#81_00562","11893_8#29_01339","11679_1#89_00287","11658_8#9_00114","11657_4#90_00306","11658_2#5_01138","11679_1#93_00139","11657_8#52_00274","11658_8#11_01268","11658_2#4_01272","11511_8#89_01656","11679_1#94_01503","11679_1#95_00380","11657_8#56_01172","11511_8#92_00214","11511_8#93_00480","11657_4#95_01309","13154_2#34_01583","12291_1#1_00733","12291_1#2_00438","12291_1#4_00719","12291_1#6_00850","12291_1#7_01155","12838_1#61_01071","12291_1#12_01190","12291_1#13_00127","12291_1#20_00880"
"atpF","","proton-translocating ATPase, F0 sector, subunit b","86","86","1","1","1849","","","","494","494","494","19084_7#73_01488","19084_7#74_00430","19084_7#75_00417","19084_7#77_02129","19084_7#78_01494","19084_7#80_00715","19084_7#85_01049","19084_7#86_01635","19084_7#87_01947","19084_7#88_01942","19084_7#89_00055","19084_7#93_00414","19084_7#95_01029","19084_7#96_01331","19084_7#98_00411","19084_8#46_02005","19084_8#106_00921","19084_8#107_00526","19084_8#109_02025","19084_8#110_02070","19084_8#111_01470","19084_8#113_01069","11657_8#36_00517","11657_8#39_00056","11679_1#60_00760","11658_2#46_00392","11679_1#63_01409","11658_2#44_01858","11658_2#39_00004","11511_8#64_00240","11511_8#66_01624","11658_2#38_00910","11658_2#37_01247","11511_8#67_00355","11657_8#42_00924","11658_2#33_00953","11511_8#69_01458","11679_1#70_01432","11658_2#28_00094","11657_4#76_00242","11658_2#27_00613","11511_8#71_00004","11657_4#77_00887","11511_8#72_02118","11657_4#78_00220","11658_2#24_00579","11822_8#80_00275","11679_1#73_00240","11658_2#23_01887","11679_1#75_00364","11657_4#83_01587","11658_2#19_02033","11657_4#85_02129","11679_1#79_00238","11657_4#86_00417","11658_2#12_00413","11658_2#11_00003","11679_1#82_00437","11657_8#46_01931","11511_8#81_00697","11893_8#29_02050","11679_1#89_01398","11658_8#9_01067","11657_4#90_01014","11658_2#5_02112","11679_1#93_01708","11657_8#52_00137","11658_8#11_01625","11658_2#4_01031","11511_8#89_01484","11679_1#94_00083","11679_1#95_01967","11657_8#56_01610","11511_8#92_00078","11511_8#93_01117","11657_4#95_02013","13154_2#34_01472","12291_1#1_02056","12291_1#2_00577","12291_1#4_01230","12291_1#6_02096","12291_1#7_02015","12838_1#61_00921","12291_1#12_00112","12291_1#13_02153","12291_1#20_01919"
