"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GPS_NP_0007","GPS_NP_0011","GPS_NP_0012","GPS_NP_0014","GPS_NP_0022","GPS_NP_0032","GPS_NP_0034","GPS_NP_0045","GPS_NP_0055","GPS_NP_0064","GPS_NP_1068","GPS_NP_1179","GPS_NP_1229","GPS_NP_1248","GPS_NP_1253","GPS_NP_1362","GPS_NP_1367","GPS_NP_1378","GPS_NP_1381","GPS_NP_2025","GPS_NP_2111","GPS_NP_2394","GPS_NP_2454","GPS_NP_2513","GPS_NP_2560","GPS_NP_4001","GPS_NP_4027","GPS_NP_4038","GPS_NP_4057","GPS_NP_4071","GPS_NP_4073","GPS_NP_4109","GPS_NP_4122","GPS_NP_4137","GPS_NP_4141","GPS_NP_4161","GPS_NP_4176","GPS_NP_4179","GPS_NP_6036","GPS_NP_6094","GPS_NP_6181","GPS_NP_6305","GPS_NP_6396","GPS_NP_6555","GPS_NP_6623","GPS_NP_6701","GPS_NP_6741","GPS_NP_6855","GPS_NP_6976","GPS_NP_8017","GPS_NP_8019","GPS_NP_8024","GPS_NP_8036","GPS_NP_8042","GPS_NP_8052","GPS_NP_8081","GPS_NP_8088","GPS_NP_8101","GPS_NP_8104","GPS_NP_8105","GPS_NP_8108","GPS_NP_8113","GPS_NP_8142","GPS_NP_8146","GPS_NP_8167","GPS_NP_8174","GPS_NP_8178","GPS_NP_8182","GPS_NP_8185","GPS_NP_8190","GPS_NP_8224","GPS_NP_8227","GPS_NP_8230","GPS_NP_8235","GPS_NP_8244","GPS_NP_8265","GPS_NP_8274","GPS_NP_8278","GPS_NP_9018","GPS_NP_9025","GPS_NP_9027","GPS_NP_9038","GPS_NP_9044","GPS_NP_9062","GPS_NP_9067","GPS_NP_9073","GPS_NP_9080","GPS_NP_9087","GPS_NP_9094","GPS_NP_9095","GPS_NP_9121","GPS_NP_9135","GPS_NP_9141","GPS_NP_9149","GPS_NP_9151","GPS_NP_9153","GPS_NP_9154","GPS_NP_9157","GPS_NP_9161","GPS_NP_9170"
"PTS-EIIC","","PTS system, IIC component","100","100","1","1","6094","","","","905","905","905","16288_3#7_01127","17138_5#50_01560","16288_7#10_01880","16288_7#12_01441","16288_7#20_01624","16288_3#12_01225","16288_3#14_00879","16288_8#60_01757","16288_3#34_01763","16288_3#43_00957","17138_5#56_01117","16288_7#55_01445","16288_7#74_01871","16288_7#82_01375","16288_7#83_01910","16288_8#40_00821","16288_8#44_01432","16288_8#47_01189","16288_8#50_01763","16288_3#71_01291","16288_3#81_00329","16288_3#54_00199","16288_4#43_01625","16288_4#49_01222","16288_4#52_01411","16288_4#59_00208","16288_4#69_01754","16288_4#73_01672","16288_4#83_01628","16288_5#5_01853","16288_5#46_01596","16288_5#19_01264","16288_5#23_00866","16288_5#31_01193","16288_5#33_01326","16288_5#40_01599","16288_5#44_01682","16288_5#45_01626","16288_5#54_01683","16288_5#60_00930","16288_5#75_01910","17138_5#13_01597","16288_6#15_01234","16288_6#30_01144","17138_5#31_00483","16288_6#49_01599","17138_5#34_01909","16288_6#73_01522","16288_8#64_01442","28832_1#91_01699","28832_1#9_00681","28832_1#113_00465","28832_1#125_01647","28832_1#324_00390","28832_1#160_00233","28832_1#245_01705","28832_1#116_00657","28832_1#145_01108","28832_1#229_01863","28832_1#253_01492","28832_1#340_01753","29102_1#74_01675","28832_1#265_01852","29102_1#189_00702","29102_1#200_00788","29102_1#43_00489","29102_1#185_02033","29102_1#270_01940","29102_1#14_00785","29102_1#144_01317","29102_1#133_00831","29102_1#217_01397","29102_1#290_01734","29102_1#108_01389","29102_1#320_00429","29102_1#183_00578","29102_1#125_01949","29102_1#186_02078","28832_1#134_00681","28832_1#278_01051","29102_1#101_01681","29102_1#97_01673","29102_1#41_01490","28832_1#223_00370","29102_1#213_01819","28832_1#189_01183","29102_1#71_00682","29102_1#57_01867","29102_1#230_01045","29102_1#209_01826","29102_1#227_00647","29102_1#33_01795","28832_1#280_00574","28832_1#162_01687","28832_1#332_00880","28832_1#273_01890","29102_1#167_00811","29102_1#90_00318","28832_1#157_01881","29102_1#54_01877"
"pstA_2","","phosphate ABC transporter","100","100","1","1","3759","","","","815","815","815","16288_3#7_01804","17138_5#50_01624","16288_7#10_01557","16288_7#12_01089","16288_7#20_01833","16288_3#12_00423","16288_3#14_00344","16288_8#60_00834","16288_3#34_01059","16288_3#43_00572","17138_5#56_00628","16288_7#55_00006","16288_7#74_01492","16288_7#82_00292","16288_7#83_01718","16288_8#40_01994","16288_8#44_00533","16288_8#47_01803","16288_8#50_00327","16288_3#71_01879","16288_3#81_00759","16288_3#54_00736","16288_4#43_00337","16288_4#49_01094","16288_4#52_01189","16288_4#59_00348","16288_4#69_01343","16288_4#73_01964","16288_4#83_01102","16288_5#5_01649","16288_5#46_01271","16288_5#19_01365","16288_5#23_01522","16288_5#31_01516","16288_5#33_01448","16288_5#40_01509","16288_5#44_00552","16288_5#45_02123","16288_5#54_00191","16288_5#60_01478","16288_5#75_00093","17138_5#13_00688","16288_6#15_01544","16288_6#30_00212","17138_5#31_02145","16288_6#49_01811","17138_5#34_02114","16288_6#73_01465","16288_8#64_00338","28832_1#91_01916","28832_1#9_01649","28832_1#113_00019","28832_1#125_00486","28832_1#324_01421","28832_1#160_00544","28832_1#245_00744","28832_1#116_01774","28832_1#145_02127","28832_1#229_00970","28832_1#253_01917","28832_1#340_01816","29102_1#74_01134","28832_1#265_01349","29102_1#189_00763","29102_1#200_01097","29102_1#43_01137","29102_1#185_01833","29102_1#270_01093","29102_1#14_00017","29102_1#144_01511","29102_1#133_01586","29102_1#217_01458","29102_1#290_00798","29102_1#108_01264","29102_1#320_01563","29102_1#183_01505","29102_1#125_02095","29102_1#186_01347","28832_1#134_01856","28832_1#278_02221","29102_1#101_01465","29102_1#97_01957","29102_1#41_01973","28832_1#223_01227","29102_1#213_00666","28832_1#189_00894","29102_1#71_01041","29102_1#57_00538","29102_1#230_01185","29102_1#209_01186","29102_1#227_01690","29102_1#33_01133","28832_1#280_01206","28832_1#162_01926","28832_1#332_02030","28832_1#273_01400","29102_1#167_00553","29102_1#90_00741","28832_1#157_01849","29102_1#54_01203"
"group_6109","","methyl-accepting chemotaxis family domain-containing protein","100","100","1","1","4630","","","","383","383","383","16288_3#7_00180","17138_5#50_00632","16288_7#10_00016","16288_7#12_00159","16288_7#20_00654","16288_3#12_00158","16288_3#14_01211","16288_8#60_01504","16288_3#34_00055","16288_3#43_01876","17138_5#56_00156","16288_7#55_00615","16288_7#74_00058","16288_7#82_01137","16288_7#83_00618","16288_8#40_00171","16288_8#44_00072","16288_8#47_00231","16288_8#50_00982","16288_3#71_01440","16288_3#81_00957","16288_3#54_01265","16288_4#43_00258","16288_4#49_00084","16288_4#52_00087","16288_4#59_00238","16288_4#69_00768","16288_4#73_00017","16288_4#83_00814","16288_5#5_00210","16288_5#46_01050","16288_5#19_00522","16288_5#23_00598","16288_5#31_00842","16288_5#33_01064","16288_5#40_00758","16288_5#44_01341","16288_5#45_00409","16288_5#54_00597","16288_5#60_00211","16288_5#75_01263","17138_5#13_01405","16288_6#15_00409","16288_6#30_00784","17138_5#31_01713","16288_6#49_00435","17138_5#34_00438","16288_6#73_00816","16288_8#64_00017","28832_1#91_01278","28832_1#9_01427","28832_1#113_01483","28832_1#125_00721","28832_1#324_01695","28832_1#160_02081","28832_1#245_00509","28832_1#116_00933","28832_1#145_00668","28832_1#229_00495","28832_1#253_00858","28832_1#340_01593","29102_1#74_00409","28832_1#265_01630","29102_1#189_01312","29102_1#200_01015","29102_1#43_01416","29102_1#185_01413","29102_1#270_02059","29102_1#14_01087","29102_1#144_00200","29102_1#133_00112","29102_1#217_00642","29102_1#290_01351","29102_1#108_00815","29102_1#320_00028","29102_1#183_01276","29102_1#125_01609","29102_1#186_00589","28832_1#134_01192","28832_1#278_01144","29102_1#101_01070","29102_1#97_01857","29102_1#41_01356","28832_1#223_00838","29102_1#213_00987","28832_1#189_00164","29102_1#71_01301","29102_1#57_00923","29102_1#230_00066","29102_1#209_00260","29102_1#227_00710","29102_1#33_00495","28832_1#280_00896","28832_1#162_00478","28832_1#332_01095","28832_1#273_00144","29102_1#167_00883","29102_1#90_01573","28832_1#157_00962","29102_1#54_00481"
"tsf","","elongation factor Ts","100","100","1","1","1650","","","","1040","1040","1040","16288_3#7_00719","17138_5#50_00078","16288_7#10_01192","16288_7#12_00530","16288_7#20_01091","16288_3#12_01044","16288_3#14_01718","16288_8#60_01835","16288_3#34_01585","16288_3#43_01471","17138_5#56_00752","16288_7#55_00136","16288_7#74_01075","16288_7#82_00160","16288_7#83_01186","16288_8#40_00612","16288_8#44_01383","16288_8#47_01151","16288_8#50_01931","16288_3#71_00342","16288_3#81_00619","16288_3#54_01502","16288_4#43_01572","16288_4#49_01279","16288_4#52_00878","16288_4#59_00771","16288_4#69_01309","16288_4#73_01145","16288_4#83_00448","16288_5#5_01446","16288_5#46_01752","16288_5#19_01955","16288_5#23_01724","16288_5#31_01933","16288_5#33_01249","16288_5#40_00373","16288_5#44_00679","16288_5#45_01119","16288_5#54_00074","16288_5#60_00462","16288_5#75_00233","17138_5#13_00808","16288_6#15_01487","16288_6#30_01389","17138_5#31_01846","16288_6#49_01339","17138_5#34_00915","16288_6#73_01427","16288_8#64_01187","28832_1#91_01794","28832_1#9_01771","28832_1#113_01605","28832_1#125_00330","28832_1#324_01543","28832_1#160_00670","28832_1#245_00870","28832_1#116_01657","28832_1#145_01615","28832_1#229_01099","28832_1#253_00744","28832_1#340_00892","29102_1#74_01256","28832_1#265_01222","29102_1#189_00881","29102_1#200_01220","29102_1#43_01011","29102_1#185_01708","29102_1#270_01219","29102_1#14_00158","29102_1#144_01812","29102_1#133_01690","29102_1#217_01803","29102_1#290_00672","29102_1#108_01137","29102_1#320_01495","29102_1#183_01378","29102_1#125_01107","29102_1#186_01217","28832_1#134_01331","28832_1#278_00161","29102_1#101_01343","29102_1#97_01365","29102_1#41_01072","28832_1#223_01093","29102_1#213_00807","28832_1#189_01030","29102_1#71_00922","29102_1#57_01983","29102_1#230_01306","29102_1#209_01060","29102_1#227_02049","29102_1#33_00681","28832_1#280_00427","28832_1#162_01808","28832_1#332_01752","28832_1#273_01991","29102_1#167_01578","29102_1#90_00865","28832_1#157_01453","29102_1#54_01327"
"sufC","","FeS assembly ATPase SufC","100","100","1","1","5716","","","","770","770","770","16288_3#7_00463","17138_5#50_01517","16288_7#10_01548","16288_7#12_00742","16288_7#20_01910","16288_3#12_01770","16288_3#14_00707","16288_8#60_01190","16288_3#34_00259","16288_3#43_01797","17138_5#56_01334","16288_7#55_01699","16288_7#74_01776","16288_7#82_01358","16288_7#83_01989","16288_8#40_01000","16288_8#44_01900","16288_8#47_01853","16288_8#50_02065","16288_3#71_01213","16288_3#81_01395","16288_3#54_01664","16288_4#43_01537","16288_4#49_00762","16288_4#52_02059","16288_4#59_01930","16288_4#69_01017","16288_4#73_01844","16288_4#83_01823","16288_5#5_00542","16288_5#46_00276","16288_5#19_01911","16288_5#23_01335","16288_5#31_01099","16288_5#33_01715","16288_5#40_01560","16288_5#44_01495","16288_5#45_01230","16288_5#54_01852","16288_5#60_01721","16288_5#75_01984","17138_5#13_00545","16288_6#15_02007","16288_6#30_01631","17138_5#31_00049","16288_6#49_01190","17138_5#34_00622","16288_6#73_01268","16288_8#64_01761","28832_1#91_00450","28832_1#9_01409","28832_1#113_00635","28832_1#125_01713","28832_1#324_01866","28832_1#160_00453","28832_1#245_01148","28832_1#116_00220","28832_1#145_00201","28832_1#229_00754","28832_1#253_01348","28832_1#340_01929","29102_1#74_01021","28832_1#265_01445","29102_1#189_00256","29102_1#200_00324","29102_1#43_02070","29102_1#185_00451","29102_1#270_00795","29102_1#14_02091","29102_1#144_00850","29102_1#133_01451","29102_1#217_00184","29102_1#290_00184","29102_1#108_00464","29102_1#320_01293","29102_1#183_00125","29102_1#125_00915","29102_1#186_02128","28832_1#134_00452","28832_1#278_01793","29102_1#101_00254","29102_1#97_00757","29102_1#41_00713","28832_1#223_01362","29102_1#213_00033","28832_1#189_01573","29102_1#71_00044","29102_1#57_01391","29102_1#230_00638","29102_1#209_01589","29102_1#227_01849","29102_1#33_00026","28832_1#280_00085","28832_1#162_00970","28832_1#332_00261","28832_1#273_01126","29102_1#167_00429","29102_1#90_01142","28832_1#157_00663","29102_1#54_00020"
"rplQ","","LSU ribosomal protein L17p","100","100","1","1","6362","","","","386","386","386","16288_3#7_01410","17138_5#50_00924","16288_7#10_00642","16288_7#12_00458","16288_7#20_00810","16288_3#12_00316","16288_3#14_00255","16288_8#60_00188","16288_3#34_00694","16288_3#43_00113","17138_5#56_01754","16288_7#55_00222","16288_7#74_00321","16288_7#82_00462","16288_7#83_00136","16288_8#40_00495","16288_8#44_00320","16288_8#47_00411","16288_8#50_01216","16288_3#71_00024","16288_3#81_00479","16288_3#54_00042","16288_4#43_00076","16288_4#49_00475","16288_4#52_00481","16288_4#59_01569","16288_4#69_00068","16288_4#73_00805","16288_4#83_00187","16288_5#5_00434","16288_5#46_00441","16288_5#19_00116","16288_5#23_00473","16288_5#31_00567","16288_5#33_00614","16288_5#40_00535","16288_5#44_00444","16288_5#45_00155","16288_5#54_00439","16288_5#60_00565","16288_5#75_00922","17138_5#13_00950","16288_6#15_00106","16288_6#30_00060","17138_5#31_00633","16288_6#49_00133","17138_5#34_00763","16288_6#73_00415","16288_8#64_00272","28832_1#91_01530","28832_1#9_00531","28832_1#113_00296","28832_1#125_00155","28832_1#324_00222","28832_1#160_00067","28832_1#245_00961","28832_1#116_00500","28832_1#145_00945","28832_1#229_01195","28832_1#253_00292","28832_1#340_00996","29102_1#74_01319","28832_1#265_00156","29102_1#189_00552","29102_1#200_00628","29102_1#43_00316","29102_1#185_01054","29102_1#270_00450","29102_1#14_01922","29102_1#144_01148","29102_1#133_00654","29102_1#217_01224","29102_1#290_01077","29102_1#108_00971","29102_1#320_00576","29102_1#183_00726","29102_1#125_00791","29102_1#186_01073","28832_1#134_01436","28832_1#278_00339","29102_1#101_01517","29102_1#97_00468","29102_1#41_00858","28832_1#223_00221","29102_1#213_00508","28832_1#189_00566","29102_1#71_00824","29102_1#57_00274","29102_1#230_01579","29102_1#209_00772","29102_1#227_00485","29102_1#33_01745","28832_1#280_00739","28832_1#162_01534","28832_1#332_00716","28832_1#273_00517","29102_1#167_00621","29102_1#90_00479","28832_1#157_00072","29102_1#54_01040"
"trmD","","tRNA (guanine-N(1)-)-methyltransferase","100","100","1","1","5596","","","","719","719","719","16288_3#7_00379","17138_5#50_01313","16288_7#10_01324","16288_7#12_01275","16288_7#20_01233","16288_3#12_01148","16288_3#14_00997","16288_8#60_00634","16288_3#34_00976","16288_3#43_01409","17138_5#56_01251","16288_7#55_00381","16288_7#74_01175","16288_7#82_01752","16288_7#83_00336","16288_8#40_00269","16288_8#44_00800","16288_8#47_00605","16288_8#50_00074","16288_3#71_02014","16288_3#81_01641","16288_3#54_00498","16288_4#43_01968","16288_4#49_00888","16288_4#52_00300","16288_4#59_01114","16288_4#69_01156","16288_4#73_00297","16288_4#83_00481","16288_5#5_01484","16288_5#46_01360","16288_5#19_00727","16288_5#23_01287","16288_5#31_01854","16288_5#33_01168","16288_5#40_01864","16288_5#44_01906","16288_5#45_00491","16288_5#54_01430","16288_5#60_01746","16288_5#75_00336","17138_5#13_00462","16288_6#15_01338","16288_6#30_01311","17138_5#31_00138","16288_6#49_01064","17138_5#34_00706","16288_6#73_01145","16288_8#64_00464","28832_1#91_00532","28832_1#9_00034","28832_1#113_00723","28832_1#125_02044","28832_1#324_01783","28832_1#160_02001","28832_1#245_01230","28832_1#116_00302","28832_1#145_00282","28832_1#229_01586","28832_1#253_01845","28832_1#340_01231","29102_1#74_00937","28832_1#265_01532","29102_1#189_01522","29102_1#200_01945","29102_1#43_00569","29102_1#185_01919","29102_1#270_02136","29102_1#14_01212","29102_1#144_00762","29102_1#133_01369","29102_1#217_00266","29102_1#290_00266","29102_1#108_00377","29102_1#320_00986","29102_1#183_00208","29102_1#125_01845","29102_1#186_00032","28832_1#134_00366","28832_1#278_01598","29102_1#101_00335","29102_1#97_00671","29102_1#41_00627","28832_1#223_01283","29102_1#213_00134","28832_1#189_01494","29102_1#71_00130","29102_1#57_01581","29102_1#230_02052","29102_1#209_02070","29102_1#227_01877","29102_1#33_00106","28832_1#280_00166","28832_1#162_01056","28832_1#332_00180","28832_1#273_01208","29102_1#167_01375","29102_1#90_01225","28832_1#157_00745","29102_1#54_00910"
"livF","","branched-chain amino acid transport protein","100","100","1","1","5565","","","","710","710","710","16288_3#7_00358","17138_5#50_01335","16288_7#10_01346","16288_7#12_01872","16288_7#20_01255","16288_3#12_01170","16288_3#14_00975","16288_8#60_00657","16288_3#34_00998","16288_3#43_01431","17138_5#56_02110","16288_7#55_00403","16288_7#74_01197","16288_7#82_01432","16288_7#83_00358","16288_8#40_00291","16288_8#44_00778","16288_8#47_00583","16288_8#50_00096","16288_3#71_00513","16288_3#81_01663","16288_3#54_00521","16288_4#43_00587","16288_4#49_00911","16288_4#52_00322","16288_4#59_01885","16288_4#69_01178","16288_4#73_00275","16288_4#83_00504","16288_5#5_00936","16288_5#46_01382","16288_5#19_00749","16288_5#23_01874","16288_5#31_01876","16288_5#33_01190","16288_5#40_02023","16288_5#44_00118","16288_5#45_00513","16288_5#54_01452","16288_5#60_01051","16288_5#75_00358","17138_5#13_00440","16288_6#15_01412","16288_6#30_01795","17138_5#31_00175","16288_6#49_01086","17138_5#34_02034","16288_6#73_01122","16288_8#64_00486","28832_1#91_00554","28832_1#9_00056","28832_1#113_00746","28832_1#125_01833","28832_1#324_00984","28832_1#160_02028","28832_1#245_01252","28832_1#116_00324","28832_1#145_00304","28832_1#229_01608","28832_1#253_00456","28832_1#340_01209","29102_1#74_00915","28832_1#265_01725","29102_1#189_01500","29102_1#200_01968","29102_1#43_00591","29102_1#185_01941","29102_1#270_00017","29102_1#14_01234","29102_1#144_00739","29102_1#133_01347","29102_1#217_00289","29102_1#290_00288","29102_1#108_00355","29102_1#320_01009","29102_1#183_00230","29102_1#125_01868","29102_1#186_00055","28832_1#134_00344","28832_1#278_01620","29102_1#101_00357","29102_1#97_00649","29102_1#41_00605","28832_1#223_01261","29102_1#213_00156","28832_1#189_01740","29102_1#71_00152","29102_1#57_01603","29102_1#230_00327","29102_1#209_02044","29102_1#227_01594","29102_1#33_00128","28832_1#280_00189","28832_1#162_01078","28832_1#332_00158","28832_1#273_01230","29102_1#167_01413","29102_1#90_02099","28832_1#157_00767","29102_1#54_00887"
"plsC","","acyltransferase family protein","100","100","1","1","5158","","","","749","749","749","16288_3#7_00305","17138_5#50_00495","16288_7#10_01062","16288_7#12_01323","16288_7#20_00323","16288_3#12_00662","16288_3#14_00037","16288_8#60_00586","16288_3#34_00493","16288_3#43_00449","17138_5#56_00944","16288_7#55_00804","16288_7#74_01599","16288_7#82_01784","16288_7#83_00996","16288_8#40_01352","16288_8#44_00246","16288_8#47_00924","16288_8#50_00720","16288_3#71_01821","16288_3#81_00055","16288_3#54_01357","16288_4#43_00816","16288_4#49_00629","16288_4#52_01266","16288_4#59_00085","16288_4#69_00276","16288_4#73_00513","16288_4#83_00942","16288_5#5_01147","16288_5#46_00740","16288_5#19_01764","16288_5#23_00141","16288_5#31_00046","16288_5#33_00892","16288_5#40_00925","16288_5#44_00902","16288_5#45_00772","16288_5#54_02044","16288_5#60_01121","16288_5#75_00551","17138_5#13_00241","16288_6#15_00297","16288_6#30_00476","17138_5#31_01152","16288_6#49_00217","17138_5#34_01852","16288_6#73_00142","16288_8#64_00857","28832_1#91_01093","28832_1#9_00998","28832_1#113_01110","28832_1#125_01187","28832_1#324_00701","28832_1#160_00825","28832_1#245_00250","28832_1#116_01195","28832_1#145_01417","28832_1#229_01337","28832_1#253_00113","28832_1#340_01550","29102_1#74_00234","28832_1#265_00778","29102_1#189_00292","29102_1#200_00148","29102_1#43_00959","29102_1#185_00271","29102_1#270_01039","29102_1#14_00417","29102_1#144_00376","29102_1#133_01275","29102_1#217_00815","29102_1#290_01177","29102_1#108_00629","29102_1#320_00774","29102_1#183_01026","29102_1#125_00431","29102_1#186_00777","28832_1#134_00106","28832_1#278_00776","29102_1#101_00874","29102_1#97_00179","29102_1#41_00222","28832_1#223_00661","29102_1#213_01154","28832_1#189_02055","29102_1#71_01488","29102_1#57_01223","29102_1#230_01373","29102_1#209_00449","29102_1#227_00265","29102_1#33_01611","28832_1#280_02004","28832_1#162_00235","28832_1#332_01523","28832_1#273_00960","29102_1#167_01075","29102_1#90_00033","28832_1#157_01126","29102_1#54_01512"
"gidA_1","","tRNA uridine 5-carboxymethylaminomethyl modification protein GidA","100","100","1","1","6190","","","","1901","1913","1912","16288_3#7_00970","17138_5#50_01669","16288_7#10_00736","16288_7#12_01693","16288_7#20_00713","16288_3#12_00414","16288_3#14_00161","16288_8#60_00287","16288_3#34_00793","16288_3#43_00208","17138_5#56_01651","16288_7#55_00335","16288_7#74_00225","16288_7#82_00562","16288_7#83_00040","16288_8#40_01392","16288_8#44_00415","16288_8#47_00315","16288_8#50_01356","16288_3#71_00118","16288_3#81_00382","16288_3#54_00140","16288_4#43_01824","16288_4#49_01432","16288_4#52_01350","16288_4#59_00151","16288_4#69_00181","16288_4#73_01532","16288_4#83_00286","16288_5#5_01787","16288_5#46_00323","16288_5#19_02046","16288_5#23_00810","16288_5#31_00682","16288_5#33_01763","16288_5#40_00636","16288_5#44_00343","16288_5#45_02003","16288_5#54_00537","16288_5#60_00660","16288_5#75_00826","17138_5#13_01537","16288_6#15_02074","16288_6#30_00156","17138_5#31_00538","16288_6#49_00017","17138_5#34_01278","16288_6#73_01749","16288_8#64_00178","28832_1#91_01645","28832_1#9_00625","28832_1#113_00408","28832_1#125_00046","28832_1#324_00336","28832_1#160_00173","28832_1#245_01063","28832_1#116_00594","28832_1#145_01053","28832_1#229_01301","28832_1#253_00402","28832_1#340_01451","29102_1#74_01415","28832_1#265_00042","29102_1#189_00649","29102_1#200_00725","29102_1#43_00431","29102_1#185_01150","29102_1#270_00551","29102_1#14_00727","29102_1#144_01260","29102_1#133_00770","29102_1#217_01337","29102_1#290_01674","29102_1#108_01069","29102_1#320_00479","29102_1#183_00631","29102_1#125_00888","29102_1#186_00969","28832_1#134_00735","28832_1#278_00989","29102_1#101_01628","29102_1#97_00566","29102_1#41_00760","28832_1#223_00319","29102_1#213_00605","28832_1#189_01126","29102_1#71_00729","29102_1#57_00375","29102_1#230_01107","29102_1#209_00670","29102_1#227_00585","29102_1#33_01913","28832_1#280_00634","28832_1#162_01637","28832_1#332_00825","28832_1#273_00613","29102_1#167_00743","29102_1#90_00381","28832_1#157_01953","29102_1#54_01144"
"ulaA_1","","PTS system, IIC component","100","100","1","1","1814","","","","1346","1346","1346","16288_3#7_00645","17138_5#50_00004","16288_7#10_01600","16288_7#12_02057","16288_7#20_01408","16288_3#12_00466","16288_3#14_00402","16288_8#60_00875","16288_3#34_01104","16288_3#43_00527","17138_5#56_00672","16288_7#55_00062","16288_7#74_01537","16288_7#82_00249","16288_7#83_01673","16288_8#40_00687","16288_8#44_00471","16288_8#47_01334","16288_8#50_02155","16288_3#71_01637","16288_3#81_00698","16288_3#54_00693","16288_4#43_00381","16288_4#49_01052","16288_4#52_01234","16288_4#59_01455","16288_4#69_01385","16288_4#73_01581","16288_4#83_01143","16288_5#5_01693","16288_5#46_01317","16288_5#19_01323","16288_5#23_01567","16288_5#31_01472","16288_5#33_01929","16288_5#40_01463","16288_5#44_00597","16288_5#45_01421","16288_5#54_00148","16288_5#60_01523","16288_5#75_00158","17138_5#13_00733","16288_6#15_01681","16288_6#30_00255","17138_5#31_01929","16288_6#49_01961","17138_5#34_01331","16288_6#73_01897","16288_8#64_00381","28832_1#91_01874","28832_1#9_01691","28832_1#113_00061","28832_1#125_00419","28832_1#324_01465","28832_1#160_00586","28832_1#245_00790","28832_1#116_01730","28832_1#145_02086","28832_1#229_01014","28832_1#253_01873","28832_1#340_02088","29102_1#74_01180","28832_1#265_01304","29102_1#189_00806","29102_1#200_01140","29102_1#43_01092","29102_1#185_01788","29102_1#270_01138","29102_1#14_00082","29102_1#144_01553","29102_1#133_01545","29102_1#217_01503","29102_1#290_00753","29102_1#108_01219","29102_1#320_01606","29102_1#183_01458","29102_1#125_01014","29102_1#186_01299","28832_1#134_01404","28832_1#278_00236","29102_1#101_01423","29102_1#97_01440","29102_1#41_00999","28832_1#223_01168","29102_1#213_00732","28832_1#189_00939","29102_1#71_00996","29102_1#57_00494","29102_1#230_01229","29102_1#209_01141","29102_1#227_01295","29102_1#33_01175","28832_1#280_01158","28832_1#162_01883","28832_1#332_02008","28832_1#273_01356","29102_1#167_00508","29102_1#90_00784","28832_1#157_02013","29102_1#54_01248"
