ReportingArea,MMWRYear,MMWRWeek,IPD_all,IPD_u5,IPD_o5,School,sub_region_1,mmwr_week,7dayavg_retail_rec,7dayavg_grocery,7dayavg_parks,7dayavg_transit,7dayavg_work,7dayavg_res
ALASKA,2019,41,0,0,0,0,,,,,,,,
AMERICAN SAMOA,2019,41,0,0,0,0,,,,,,,,
ARIZONA,2019,41,7,0,7,0,,,,,,,,
ARKANSAS,2019,41,5,1,4,0,,,,,,,,
CALIFORNIA,2019,41,0,0,0,0,,,,,,,,
COLORADO,2019,41,0,0,0,0,,,,,,,,
CONNECTICUT,2019,41,0,0,0,0,,,,,,,,
DELAWARE,2019,41,0,0,0,0,,,,,,,,
DISTRICT OF COLUMBIA,2019,41,0,0,0,0,,,,,,,,
EAST NORTH CENTRAL,2019,41,12,2,10,0,,,,,,,,
EAST SOUTH CENTRAL,2019,41,10,0,10,0,,,,,,,,
FLORIDA,2019,41,8,3,5,0,,,,,,,,
GEORGIA,2019,41,3,1,2,0,,,,,,,,
GUAM,2019,41,0,0,0,0,,,,,,,,
HAWAII,2019,41,2,0,2,0,,,,,,,,
IDAHO,2019,41,0,0,0,0,,,,,,,,
ILLINOIS,2019,41,0,0,0,0,,,,,,,,
INDIANA,2019,41,1,1,0,0,,,,,,,,
IOWA,2019,41,0,0,0,0,,,,,,,,
KANSAS,2019,41,0,0,0,0,,,,,,,,
KENTUCKY,2019,41,2,0,2,0,,,,,,,,
LOUISIANA,2019,41,0,0,0,0,,,,,,,,
MAINE,2019,41,3,1,2,0,,,,,,,,
MARYLAND,2019,41,0,0,0,0,,,,,,,,
MASSACHUSETTS,2019,41,0,0,0,0,,,,,,,,
MICHIGAN,2019,41,0,0,0,0,,,,,,,,
MIDDLE ATLANTIC,2019,41,35,0,35,0,,,,,,,,
MINNESOTA,2019,41,0,0,0,0,,,,,,,,
MISSISSIPPI,2019,41,3,0,3,0,,,,,,,,
MISSOURI,2019,41,2,1,1,0,,,,,,,,
MONTANA,2019,41,2,0,2,0,,,,,,,,
MOUNTAIN,2019,41,11,0,11,0,,,,,,,,
NEBRASKA,2019,41,2,1,1,0,,,,,,,,
NEVADA,2019,41,1,0,1,0,,,,,,,,
NEW ENGLAND,2019,41,3,1,2,0,,,,,,,,
NEW HAMPSHIRE,2019,41,0,0,0,0,,,,,,,,
NEW JERSEY,2019,41,4,0,4,0,,,,,,,,
NEW MEXICO,2019,41,1,0,1,0,,,,,,,,
NEW YORK,2019,41,20,0,20,0,,,,,,,,
NEW YORK CITY,2019,41,11,0,11,0,,,,,,,,
NON-US RESIDENTS,2019,41,0,0,0,0,,,,,,,,
NORTH CAROLINA,2019,41,0,0,0,0,,,,,,,,
NORTH DAKOTA,2019,41,1,0,1,0,,,,,,,,
NORTHERN MARIANA ISLANDS,2019,41,0,0,0,0,,,,,,,,
OHIO,2019,41,7,0,7,0,,,,,,,,
OKLAHOMA,2019,41,0,0,0,0,,,,,,,,
OREGON,2019,41,0,0,0,0,,,,,,,,
PACIFIC,2019,41,2,0,2,0,,,,,,,,
PENNSYLVANIA,2019,41,0,0,0,0,,,,,,,,
PUERTO RICO,2019,41,0,0,0,0,,,,,,,,
RHODE ISLAND,2019,41,0,0,0,0,,,,,,,,
SOUTH ATLANTIC,2019,41,12,5,7,0,,,,,,,,
SOUTH CAROLINA,2019,41,0,0,0,0,,,,,,,,
SOUTH DAKOTA,2019,41,1,0,1,0,,,,,,,,
TENNESSEE,2019,41,5,0,5,0,,,,,,,,
TEXAS,2019,41,15,3,12,0,,,,,,,,
U.S. VIRGIN ISLANDS,2019,41,0,0,0,0,,,,,,,,
UNITED STATES,2019,41,111,14,97,0,,,,,,,,
US RESIDENTS,2019,41,111,14,97,0,,,,,,,,
US TERRITORIES,2019,41,0,0,0,0,,,,,,,,
UTAH,2019,41,0,0,0,0,,,,,,,,
VERMONT,2019,41,0,0,0,0,,,,,,,,
VIRGINIA,2019,41,1,1,0,0,,,,,,,,
WASHINGTON,2019,41,0,0,0,0,,,,,,,,
WEST NORTH CENTRAL,2019,41,6,2,4,0,,,,,,,,
WEST SOUTH CENTRAL,2019,41,20,4,16,0,,,,,,,,
WEST VIRGINIA,2019,41,0,0,0,0,,,,,,,,
WISCONSIN,2019,41,4,1,3,0,,,,,,,,
WYOMING,2019,41,0,0,0,0,,,,,,,,
ALABAMA,2019,42,0,0,0,0,,,,,,,,
ALASKA,2019,42,0,0,0,0,,,,,,,,
AMERICAN SAMOA,2019,42,0,0,0,0,,,,,,,,
ARIZONA,2019,42,9,0,9,0,,,,,,,,
ARKANSAS,2019,42,0,0,0,0,,,,,,,,
CALIFORNIA,2019,42,0,0,0,0,,,,,,,,
COLORADO,2019,42,0,0,0,0,,,,,,,,
CONNECTICUT,2019,42,0,0,0,0,,,,,,,,
DELAWARE,2019,42,0,0,0,0,,,,,,,,
DISTRICT OF COLUMBIA,2019,42,0,0,0,0,,,,,,,,
EAST NORTH CENTRAL,2019,42,18,1,17,0,,,,,,,,
EAST SOUTH CENTRAL,2019,42,7,0,7,0,,,,,,,,
FLORIDA,2019,42,17,1,16,0,,,,,,,,
GEORGIA,2019,42,0,0,0,0,,,,,,,,
GUAM,2019,42,0,0,0,0,,,,,,,,
HAWAII,2019,42,1,0,1,0,,,,,,,,
IDAHO,2019,42,0,0,0,0,,,,,,,,
ILLINOIS,2019,42,0,0,0,0,,,,,,,,
INDIANA,2019,42,0,0,0,0,,,,,,,,
IOWA,2019,42,0,0,0,0,,,,,,,,
KANSAS,2019,42,0,0,0,0,,,,,,,,
KENTUCKY,2019,42,0,0,0,0,,,,,,,,
LOUISIANA,2019,42,0,0,0,0,,,,,,,,
MAINE,2019,42,0,0,0,0,,,,,,,,
MARYLAND,2019,42,0,0,0,0,,,,,,,,
MASSACHUSETTS,2019,42,0,0,0,0,,,,,,,,
MICHIGAN,2019,42,0,0,0,0,,,,,,,,
MIDDLE ATLANTIC,2019,42,22,0,22,0,,,,,,,,
MINNESOTA,2019,42,0,0,0,0,,,,,,,,
MISSISSIPPI,2019,42,7,0,7,0,,,,,,,,
MISSOURI,2019,42,8,0,8,0,,,,,,,,
MONTANA,2019,42,0,0,0,0,,,,,,,,
MOUNTAIN,2019,42,10,0,10,0,,,,,,,,
NEBRASKA,2019,42,0,0,0,0,,,,,,,,
NEVADA,2019,42,0,0,0,0,,,,,,,,
NEW ENGLAND,2019,42,0,0,0,0,,,,,,,,
NEW HAMPSHIRE,2019,42,0,0,0,0,,,,,,,,
NEW JERSEY,2019,42,0,0,0,0,,,,,,,,
NEW MEXICO,2019,42,0,0,0,0,,,,,,,,
NEW YORK,2019,42,9,0,9,0,,,,,,,,
NEW YORK CITY,2019,42,13,0,13,0,,,,,,,,
NON-US RESIDENTS,2019,42,0,0,0,0,,,,,,,,
NORTH CAROLINA,2019,42,0,0,0,0,,,,,,,,
NORTH DAKOTA,2019,42,0,0,0,0,,,,,,,,
NORTHERN MARIANA ISLANDS,2019,42,0,0,0,0,,,,,,,,
OHIO,2019,42,14,1,13,0,,,,,,,,
OKLAHOMA,2019,42,0,0,0,0,,,,,,,,
OREGON,2019,42,0,0,0,0,,,,,,,,
PACIFIC,2019,42,1,0,1,0,,,,,,,,
PENNSYLVANIA,2019,42,0,0,0,0,,,,,,,,
PUERTO RICO,2019,42,0,0,0,0,,,,,,,,
RHODE ISLAND,2019,42,0,0,0,0,,,,,,,,
SOUTH ATLANTIC,2019,42,20,1,19,0,,,,,,,,
SOUTH CAROLINA,2019,42,3,0,3,0,,,,,,,,
SOUTH DAKOTA,2019,42,1,0,1,0,,,,,,,,
TENNESSEE,2019,42,0,0,0,0,,,,,,,,
TEXAS,2019,42,0,0,0,0,,,,,,,,
U.S. VIRGIN ISLANDS,2019,42,0,0,0,0,,,,,,,,
UNITED STATES,2019,42,87,2,85,0,,,,,,,,
US RESIDENTS,2019,42,87,2,85,0,,,,,,,,
US TERRITORIES,2019,42,0,0,0,0,,,,,,,,
UTAH,2019,42,1,0,1,0,,,,,,,,
VERMONT,2019,42,0,0,0,0,,,,,,,,
VIRGINIA,2019,42,0,0,0,0,,,,,,,,
WASHINGTON,2019,42,0,0,0,0,,,,,,,,
WEST NORTH CENTRAL,2019,42,9,0,9,0,,,,,,,,
WEST SOUTH CENTRAL,2019,42,0,0,0,0,,,,,,,,
WEST VIRGINIA,2019,42,0,0,0,0,,,,,,,,
WISCONSIN,2019,42,4,0,4,0,,,,,,,,
WYOMING,2019,42,0,0,0,0,,,,,,,,
ALABAMA,2019,43,0,0,0,0,,,,,,,,
ALASKA,2019,43,0,0,0,0,,,,,,,,
AMERICAN SAMOA,2019,43,0,0,0,0,,,,,,,,
ARIZONA,2019,43,4,0,4,0,,,,,,,,
ARKANSAS,2019,43,0,0,0,0,,,,,,,,
CALIFORNIA,2019,43,0,0,0,0,,,,,,,,
COLORADO,2019,43,14,0,14,0,,,,,,,,
CONNECTICUT,2019,43,0,0,0,0,,,,,,,,
DELAWARE,2019,43,0,0,0,0,,,,,,,,
DISTRICT OF COLUMBIA,2019,43,0,0,0,0,,,,,,,,
EAST NORTH CENTRAL,2019,43,20,1,19,0,,,,,,,,
EAST SOUTH CENTRAL,2019,43,1,0,1,0,,,,,,,,
FLORIDA,2019,43,15,0,15,0,,,,,,,,
GEORGIA,2019,43,5,0,5,0,,,,,,,,
GUAM,2019,43,0,0,0,0,,,,,,,,
HAWAII,2019,43,0,0,0,0,,,,,,,,
IDAHO,2019,43,0,0,0,0,,,,,,,,
ILLINOIS,2019,43,0,0,0,0,,,,,,,,
INDIANA,2019,43,0,0,0,0,,,,,,,,
IOWA,2019,43,0,0,0,0,,,,,,,,
KANSAS,2019,43,0,0,0,0,,,,,,,,
KENTUCKY,2019,43,0,0,0,0,,,,,,,,
LOUISIANA,2019,43,0,0,0,0,,,,,,,,
MAINE,2019,43,0,0,0,0,,,,,,,,
MARYLAND,2019,43,0,0,0,0,,,,,,,,
MASSACHUSETTS,2019,43,0,0,0,0,,,,,,,,
MICHIGAN,2019,43,1,0,1,0,,,,,,,,
MIDDLE ATLANTIC,2019,43,28,1,27,0,,,,,,,,
MINNESOTA,2019,43,0,0,0,0,,,,,,,,
MISSISSIPPI,2019,43,1,0,1,0,,,,,,,,
MISSOURI,2019,43,9,1,8,0,,,,,,,,
MONTANA,2019,43,0,0,0,0,,,,,,,,
MOUNTAIN,2019,43,22,0,22,0,,,,,,,,
NEBRASKA,2019,43,0,0,0,0,,,,,,,,
NEVADA,2019,43,0,0,0,0,,,,,,,,
NEW ENGLAND,2019,43,0,0,0,0,,,,,,,,
NEW HAMPSHIRE,2019,43,0,0,0,0,,,,,,,,
NEW JERSEY,2019,43,4,1,3,0,,,,,,,,
NEW MEXICO,2019,43,0,0,0,0,,,,,,,,
NEW YORK,2019,43,17,0,17,0,,,,,,,,
NEW YORK CITY,2019,43,7,0,7,0,,,,,,,,
NON-US RESIDENTS,2019,43,0,0,0,0,,,,,,,,
NORTH CAROLINA,2019,43,0,0,0,0,,,,,,,,
NORTH DAKOTA,2019,43,0,0,0,0,,,,,,,,
NORTHERN MARIANA ISLANDS,2019,43,0,0,0,0,,,,,,,,
OHIO,2019,43,18,1,17,0,,,,,,,,
OKLAHOMA,2019,43,0,0,0,0,,,,,,,,
OREGON,2019,43,0,0,0,0,,,,,,,,
PACIFIC,2019,43,0,0,0,0,,,,,,,,
PENNSYLVANIA,2019,43,0,0,0,0,,,,,,,,
PUERTO RICO,2019,43,0,0,0,0,,,,,,,,
RHODE ISLAND,2019,43,0,0,0,0,,,,,,,,
SOUTH ATLANTIC,2019,43,20,0,20,0,,,,,,,,
SOUTH CAROLINA,2019,43,0,0,0,0,,,,,,,,
SOUTH DAKOTA,2019,43,1,0,1,0,,,,,,,,
TENNESSEE,2019,43,0,0,0,0,,,,,,,,
TEXAS,2019,43,0,0,0,0,,,,,,,,
U.S. VIRGIN ISLANDS,2019,43,0,0,0,0,,,,,,,,
UNITED STATES,2019,43,101,3,98,0,,,,,,,,
US RESIDENTS,2019,43,101,3,98,0,,,,,,,,
US TERRITORIES,2019,43,0,0,0,0,,,,,,,,
UTAH,2019,43,4,0,4,0,,,,,,,,
VERMONT,2019,43,0,0,0,0,,,,,,,,
VIRGINIA,2019,43,0,0,0,0,,,,,,,,
WASHINGTON,2019,43,0,0,0,0,,,,,,,,
WEST NORTH CENTRAL,2019,43,10,1,9,0,,,,,,,,
WEST SOUTH CENTRAL,2019,43,0,0,0,0,,,,,,,,
WEST VIRGINIA,2019,43,0,0,0,0,,,,,,,,
WISCONSIN,2019,43,1,0,1,0,,,,,,,,
WYOMING,2019,43,0,0,0,0,,,,,,,,
ALABAMA,2019,44,0,0,0,0,,,,,,,,
ALASKA,2019,44,0,0,0,0,,,,,,,,
AMERICAN SAMOA,2019,44,0,0,0,0,,,,,,,,
ARIZONA,2019,44,5,0,5,0,,,,,,,,
ARKANSAS,2019,44,3,0,3,0,,,,,,,,
CALIFORNIA,2019,44,0,0,0,0,,,,,,,,
COLORADO,2019,44,14,1,13,0,,,,,,,,
CONNECTICUT,2019,44,0,0,0,0,,,,,,,,
DELAWARE,2019,44,0,0,0,0,,,,,,,,
DISTRICT OF COLUMBIA,2019,44,0,0,0,0,,,,,,,,
EAST NORTH CENTRAL,2019,44,25,0,25,0,,,,,,,,
EAST SOUTH CENTRAL,2019,44,6,1,5,0,,,,,,,,
FLORIDA,2019,44,15,1,14,0,,,,,,,,
GEORGIA,2019,44,0,0,0,0,,,,,,,,
GUAM,2019,44,0,0,0,0,,,,,,,,
HAWAII,2019,44,0,0,0,0,,,,,,,,
IDAHO,2019,44,0,0,0,0,,,,,,,,
ILLINOIS,2019,44,0,0,0,0,,,,,,,,
INDIANA,2019,44,0,0,0,0,,,,,,,,
IOWA,2019,44,0,0,0,0,,,,,,,,
KANSAS,2019,44,0,0,0,0,,,,,,,,
KENTUCKY,2019,44,0,0,0,0,,,,,,,,
LOUISIANA,2019,44,0,0,0,0,,,,,,,,
MAINE,2019,44,0,0,0,0,,,,,,,,
MARYLAND,2019,44,0,0,0,0,,,,,,,,
MASSACHUSETTS,2019,44,0,0,0,0,,,,,,,,
MICHIGAN,2019,44,1,0,1,0,,,,,,,,
MIDDLE ATLANTIC,2019,44,33,3,30,0,,,,,,,,
MINNESOTA,2019,44,0,0,0,0,,,,,,,,
MISSISSIPPI,2019,44,1,0,1,0,,,,,,,,
MISSOURI,2019,44,9,0,9,0,,,,,,,,
MONTANA,2019,44,1,0,1,0,,,,,,,,
MOUNTAIN,2019,44,25,1,24,0,,,,,,,,
NEBRASKA,2019,44,1,0,1,0,,,,,,,,
NEVADA,2019,44,0,0,0,0,,,,,,,,
NEW ENGLAND,2019,44,1,0,1,0,,,,,,,,
NEW HAMPSHIRE,2019,44,0,0,0,0,,,,,,,,
NEW JERSEY,2019,44,1,0,1,0,,,,,,,,
NEW MEXICO,2019,44,3,0,3,0,,,,,,,,
NEW YORK,2019,44,21,3,18,0,,,,,,,,
NEW YORK CITY,2019,44,11,0,11,0,,,,,,,,
NON-US RESIDENTS,2019,44,0,0,0,0,,,,,,,,
NORTH CAROLINA,2019,44,0,0,0,0,,,,,,,,
NORTH DAKOTA,2019,44,2,0,2,0,,,,,,,,
NORTHERN MARIANA ISLANDS,2019,44,0,0,0,0,,,,,,,,
OHIO,2019,44,20,0,20,0,,,,,,,,
OKLAHOMA,2019,44,0,0,0,0,,,,,,,,
OREGON,2019,44,0,0,0,0,,,,,,,,
PACIFIC,2019,44,0,0,0,0,,,,,,,,
PENNSYLVANIA,2019,44,0,0,0,0,,,,,,,,
PUERTO RICO,2019,44,0,0,0,0,,,,,,,,
RHODE ISLAND,2019,44,0,0,0,0,,,,,,,,
SOUTH ATLANTIC,2019,44,20,1,19,0,,,,,,,,
SOUTH CAROLINA,2019,44,5,0,5,0,,,,,,,,
SOUTH DAKOTA,2019,44,1,0,1,0,,,,,,,,
TENNESSEE,2019,44,5,1,4,0,,,,,,,,
TEXAS,2019,44,8,2,6,0,,,,,,,,
U.S. VIRGIN ISLANDS,2019,44,0,0,0,0,,,,,,,,
UNITED STATES,2019,44,134,8,126,0,,,,,,,,
US RESIDENTS,2019,44,134,8,126,0,,,,,,,,
US TERRITORIES,2019,44,0,0,0,0,,,,,,,,
UTAH,2019,44,2,0,2,0,,,,,,,,
VERMONT,2019,44,1,0,1,0,,,,,,,,
VIRGINIA,2019,44,0,0,0,0,,,,,,,,
WASHINGTON,2019,44,0,0,0,0,,,,,,,,
WEST NORTH CENTRAL,2019,44,13,0,13,0,,,,,,,,
WEST SOUTH CENTRAL,2019,44,11,2,9,0,,,,,,,,
WEST VIRGINIA,2019,44,0,0,0,0,,,,,,,,
WISCONSIN,2019,44,4,0,4,0,,,,,,,,
WYOMING,2019,44,0,0,0,0,,,,,,,,
ALABAMA,2019,45,0,0,0,0,,,,,,,,
ALASKA,2019,45,0,0,0,0,,,,,,,,
AMERICAN SAMOA,2019,45,0,0,0,0,,,,,,,,
ARIZONA,2019,45,9,0,9,0,,,,,,,,
ARKANSAS,2019,45,7,2,5,0,,,,,,,,
CALIFORNIA,2019,45,0,0,0,0,,,,,,,,
COLORADO,2019,45,14,1,13,0,,,,,,,,
CONNECTICUT,2019,45,0,0,0,0,,,,,,,,
DELAWARE,2019,45,0,0,0,0,,,,,,,,
DISTRICT OF COLUMBIA,2019,45,0,0,0,0,,,,,,,,
EAST NORTH CENTRAL,2019,45,32,2,30,0,,,,,,,,
EAST SOUTH CENTRAL,2019,45,6,0,6,0,,,,,,,,
FLORIDA,2019,45,17,3,14,0,,,,,,,,
GEORGIA,2019,45,6,0,6,0,,,,,,,,
GUAM,2019,45,0,0,0,0,,,,,,,,
HAWAII,2019,45,0,0,0,0,,,,,,,,
IDAHO,2019,45,0,0,0,0,,,,,,,,
ILLINOIS,2019,45,0,0,0,0,,,,,,,,
INDIANA,2019,45,4,0,4,0,,,,,,,,
IOWA,2019,45,0,0,0,0,,,,,,,,
KANSAS,2019,45,0,0,0,0,,,,,,,,
KENTUCKY,2019,45,2,0,2,0,,,,,,,,
LOUISIANA,2019,45,2,0,2,0,,,,,,,,
MAINE,2019,45,2,0,2,0,,,,,,,,
MARYLAND,2019,45,0,0,0,0,,,,,,,,
MASSACHUSETTS,2019,45,0,0,0,0,,,,,,,,
MICHIGAN,2019,45,0,0,0,0,,,,,,,,
MIDDLE ATLANTIC,2019,45,28,1,27,0,,,,,,,,
MINNESOTA,2019,45,0,0,0,0,,,,,,,,
MISSISSIPPI,2019,45,3,0,3,0,,,,,,,,
MISSOURI,2019,45,5,0,5,0,,,,,,,,
MONTANA,2019,45,2,0,2,0,,,,,,,,
MOUNTAIN,2019,45,32,1,31,0,,,,,,,,
NEBRASKA,2019,45,3,0,3,0,,,,,,,,
NEVADA,2019,45,0,0,0,0,,,,,,,,
NEW ENGLAND,2019,45,3,0,3,0,,,,,,,,
NEW HAMPSHIRE,2019,45,0,0,0,0,,,,,,,,
NEW JERSEY,2019,45,4,1,3,0,,,,,,,,
NEW MEXICO,2019,45,4,0,4,0,,,,,,,,
NEW YORK,2019,45,8,0,8,0,,,,,,,,
NEW YORK CITY,2019,45,15,0,15,0,,,,,,,,
NON-US RESIDENTS,2019,45,0,0,0,0,,,,,,,,
NORTH CAROLINA,2019,45,0,0,0,0,,,,,,,,
NORTH DAKOTA,2019,45,2,0,2,0,,,,,,,,
NORTHERN MARIANA ISLANDS,2019,45,0,0,0,0,,,,,,,,
OHIO,2019,45,23,2,21,0,,,,,,,,
OKLAHOMA,2019,45,0,0,0,0,,,,,,,,
OREGON,2019,45,0,0,0,0,,,,,,,,
PACIFIC,2019,45,0,0,0,0,,,,,,,,
PENNSYLVANIA,2019,45,1,0,1,0,,,,,,,,
PUERTO RICO,2019,45,0,0,0,0,,,,,,,,
RHODE ISLAND,2019,45,0,0,0,0,,,,,,,,
SOUTH ATLANTIC,2019,45,23,3,20,0,,,,,,,,
SOUTH CAROLINA,2019,45,0,0,0,0,,,,,,,,
SOUTH DAKOTA,2019,45,1,0,1,0,,,,,,,,
TENNESSEE,2019,45,1,0,1,0,,,,,,,,
TEXAS,2019,45,16,2,14,0,,,,,,,,
U.S. VIRGIN ISLANDS,2019,45,0,0,0,0,,,,,,,,
UNITED STATES,2019,45,160,11,149,0,,,,,,,,
US RESIDENTS,2019,45,160,11,149,0,,,,,,,,
US TERRITORIES,2019,45,0,0,0,0,,,,,,,,
UTAH,2019,45,0,0,0,0,,,,,,,,
VERMONT,2019,45,1,0,1,0,,,,,,,,
VIRGINIA,2019,45,0,0,0,0,,,,,,,,
WASHINGTON,2019,45,0,0,0,0,,,,,,,,
WEST NORTH CENTRAL,2019,45,11,0,11,0,,,,,,,,
WEST SOUTH CENTRAL,2019,45,25,4,21,0,,,,,,,,
WEST VIRGINIA,2019,45,0,0,0,0,,,,,,,,
WISCONSIN,2019,45,5,0,5,0,,,,,,,,
WYOMING,2019,45,3,0,3,0,,,,,,,,
ALABAMA,2019,46,0,0,0,0,,,,,,,,
ALASKA,2019,46,0,0,0,0,,,,,,,,
AMERICAN SAMOA,2019,46,0,0,0,0,,,,,,,,
ARIZONA,2019,46,20,0,20,0,,,,,,,,
ARKANSAS,2019,46,7,0,7,0,,,,,,,,
CALIFORNIA,2019,46,0,0,0,0,,,,,,,,
COLORADO,2019,46,6,0,6,0,,,,,,,,
CONNECTICUT,2019,46,0,0,0,0,,,,,,,,
DELAWARE,2019,46,0,0,0,0,,,,,,,,
DISTRICT OF COLUMBIA,2019,46,0,0,0,0,,,,,,,,
EAST NORTH CENTRAL,2019,46,34,1,33,0,,,,,,,,
EAST SOUTH CENTRAL,2019,46,3,0,3,0,,,,,,,,
FLORIDA,2019,46,19,1,18,0,,,,,,,,
GEORGIA,2019,46,10,1,9,0,,,,,,,,
GUAM,2019,46,0,0,0,0,,,,,,,,
HAWAII,2019,46,0,0,0,0,,,,,,,,
IDAHO,2019,46,0,0,0,0,,,,,,,,
ILLINOIS,2019,46,0,0,0,0,,,,,,,,
INDIANA,2019,46,4,0,4,0,,,,,,,,
IOWA,2019,46,0,0,0,0,,,,,,,,
KANSAS,2019,46,0,0,0,0,,,,,,,,
KENTUCKY,2019,46,0,0,0,0,,,,,,,,
LOUISIANA,2019,46,0,0,0,0,,,,,,,,
MAINE,2019,46,1,0,1,0,,,,,,,,
MARYLAND,2019,46,0,0,0,0,,,,,,,,
MASSACHUSETTS,2019,46,0,0,0,0,,,,,,,,
MICHIGAN,2019,46,2,0,2,0,,,,,,,,
MIDDLE ATLANTIC,2019,46,23,1,22,0,,,,,,,,
MINNESOTA,2019,46,0,0,0,0,,,,,,,,
MISSISSIPPI,2019,46,1,0,1,0,,,,,,,,
MISSOURI,2019,46,9,0,9,0,,,,,,,,
MONTANA,2019,46,1,0,1,0,,,,,,,,
MOUNTAIN,2019,46,31,0,31,0,,,,,,,,
NEBRASKA,2019,46,3,0,3,0,,,,,,,,
NEVADA,2019,46,0,0,0,0,,,,,,,,
NEW ENGLAND,2019,46,2,0,2,0,,,,,,,,
NEW HAMPSHIRE,2019,46,1,0,1,0,,,,,,,,
NEW JERSEY,2019,46,3,0,3,0,,,,,,,,
NEW MEXICO,2019,46,2,0,2,0,,,,,,,,
NEW YORK,2019,46,11,1,10,0,,,,,,,,
NEW YORK CITY,2019,46,9,0,9,0,,,,,,,,
NON-US RESIDENTS,2019,46,0,0,0,0,,,,,,,,
NORTH CAROLINA,2019,46,0,0,0,0,,,,,,,,
NORTH DAKOTA,2019,46,1,0,1,0,,,,,,,,
NORTHERN MARIANA ISLANDS,2019,46,0,0,0,0,,,,,,,,
OHIO,2019,46,26,1,25,0,,,,,,,,
OKLAHOMA,2019,46,0,0,0,0,,,,,,,,
OREGON,2019,46,0,0,0,0,,,,,,,,
PACIFIC,2019,46,0,0,0,0,,,,,,,,
PENNSYLVANIA,2019,46,0,0,0,0,,,,,,,,
PUERTO RICO,2019,46,0,0,0,0,,,,,,,,
RHODE ISLAND,2019,46,0,0,0,0,,,,,,,,
SOUTH ATLANTIC,2019,46,30,3,27,0,,,,,,,,
SOUTH CAROLINA,2019,46,0,0,0,0,,,,,,,,
SOUTH DAKOTA,2019,46,2,0,2,0,,,,,,,,
TENNESSEE,2019,46,2,0,2,0,,,,,,,,
TEXAS,2019,46,27,5,22,0,,,,,,,,
U.S. VIRGIN ISLANDS,2019,46,0,0,0,0,,,,,,,,
UNITED STATES,2019,46,172,10,162,0,,,,,,,,
US RESIDENTS,2019,46,172,10,162,0,,,,,,,,
US TERRITORIES,2019,46,0,0,0,0,,,,,,,,
UTAH,2019,46,2,0,2,0,,,,,,,,
VERMONT,2019,46,0,0,0,0,,,,,,,,
VIRGINIA,2019,46,1,1,0,0,,,,,,,,
WASHINGTON,2019,46,0,0,0,0,,,,,,,,
WEST NORTH CENTRAL,2019,46,15,0,15,0,,,,,,,,
WEST SOUTH CENTRAL,2019,46,34,5,29,0,,,,,,,,
WEST VIRGINIA,2019,46,0,0,0,0,,,,,,,,
WISCONSIN,2019,46,2,0,2,0,,,,,,,,
WYOMING,2019,46,0,0,0,0,,,,,,,,
ALABAMA,2019,47,0,0,0,0,,,,,,,,
ALASKA,2019,47,0,0,0,0,,,,,,,,
AMERICAN SAMOA,2019,47,0,0,0,0,,,,,,,,
ARIZONA,2019,47,10,0,10,0,,,,,,,,
ARKANSAS,2019,47,11,2,9,0,,,,,,,,
CALIFORNIA,2019,47,0,0,0,0,,,,,,,,
COLORADO,2019,47,13,0,13,0,,,,,,,,
CONNECTICUT,2019,47,0,0,0,0,,,,,,,,
DELAWARE,2019,47,0,0,0,0,,,,,,,,
DISTRICT OF COLUMBIA,2019,47,0,0,0,0,,,,,,,,
EAST NORTH CENTRAL,2019,47,33,2,31,0,,,,,,,,
EAST SOUTH CENTRAL,2019,47,6,0,6,0,,,,,,,,
FLORIDA,2019,47,22,4,18,0,,,,,,,,
GEORGIA,2019,47,6,1,5,0,,,,,,,,
GUAM,2019,47,0,0,0,0,,,,,,,,
HAWAII,2019,47,1,0,1,0,,,,,,,,
IDAHO,2019,47,0,0,0,0,,,,,,,,
ILLINOIS,2019,47,0,0,0,0,,,,,,,,
INDIANA,2019,47,3,0,3,0,,,,,,,,
IOWA,2019,47,0,0,0,0,,,,,,,,
KANSAS,2019,47,0,0,0,0,,,,,,,,
KENTUCKY,2019,47,0,0,0,0,,,,,,,,
LOUISIANA,2019,47,0,0,0,0,,,,,,,,
MAINE,2019,47,0,0,0,0,,,,,,,,
MARYLAND,2019,47,5,0,5,0,,,,,,,,
MASSACHUSETTS,2019,47,0,0,0,0,,,,,,,,
MICHIGAN,2019,47,0,0,0,0,,,,,,,,
MIDDLE ATLANTIC,2019,47,36,0,36,0,,,,,,,,
MINNESOTA,2019,47,0,0,0,0,,,,,,,,
MISSISSIPPI,2019,47,6,0,6,0,,,,,,,,
MISSOURI,2019,47,6,0,6,0,,,,,,,,
MONTANA,2019,47,0,0,0,0,,,,,,,,
MOUNTAIN,2019,47,31,0,31,0,,,,,,,,
NEBRASKA,2019,47,0,0,0,0,,,,,,,,
NEVADA,2019,47,0,0,0,0,,,,,,,,
NEW ENGLAND,2019,47,1,0,1,0,,,,,,,,
NEW HAMPSHIRE,2019,47,0,0,0,0,,,,,,,,
NEW JERSEY,2019,47,3,0,3,0,,,,,,,,
NEW MEXICO,2019,47,7,0,7,0,,,,,,,,
NEW YORK,2019,47,16,0,16,0,,,,,,,,
NEW YORK CITY,2019,47,17,0,17,0,,,,,,,,
NON-US RESIDENTS,2019,47,0,0,0,0,,,,,,,,
NORTH CAROLINA,2019,47,0,0,0,0,,,,,,,,
NORTH DAKOTA,2019,47,1,0,1,0,,,,,,,,
